File,Start Line,End Line,Api,Type,Tips
modules\Utils.py,199,199,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,35,35,torch.cuda.set_device,SUPPORTED,"The corresponding api of ""torch.cuda.set_device"" is ""mindspore.context.set_context"", will be converted to ""x2ms_adapter.cuda_set_device"" by x2mindspore."
trainers\DefaultTrainer.py,37,37,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,43,43,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,45,45,torch.nn.parallel.DistributedDataParallel,SUPPORTED,"""torch.nn.parallel.DistributedDataParallel"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.DistributedDataParallel"" by x2mindspore."
trainers\DefaultTrainer.py,57,57,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
trainers\DefaultTrainer.py,64,64,torch.nn.utils.clip_grad_norm_,SUPPORTED,"""torch.nn.utils.clip_grad_norm_"" has no corresponding api in MindSpore, will be converted to adapted api ""util_api.clip_grad_norm"" by x2mindspore."
trainers\DefaultTrainer.py,78,78,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,79,79,torch.utils.data.distributed.DistributedSampler,SUPPORTED,"The corresponding api of ""torch.utils.data.distributed.DistributedSampler"" is ""mindspore.dataset.DistributedSampler"", will be converted to ""x2ms_datasets.DistributedSampler"" by x2mindspore."
trainers\DefaultTrainer.py,89,89,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,92,92,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
trainers\DefaultTrainer.py,121,121,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
trainers\DefaultTrainer.py,124,124,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
